CustomerID,Date_Adherence,Recency,MntMeat&Fish,MntEntries,MntVegan&Vegetarian,MntDrinks,MntDesserts,MntAdditionalRequests,NumOfferPurchases,NumAppPurchases,NumTakeAwayPurchases,NumStorePurchases,NumAppVisitsMonth,Complain
5831,11/03/2021,3,1540,440,3030,600,600,8,5,6,3,9,4,0
5834,24/05/2022,25,4030,1060,11085,1340,1600,53,1,8,7,8,2,0
5843,27/12/2021,72,3750,540,1785,320,100,92,2,9,3,8,7,0
5846,27/07/2021,24,3240,0,765,140,220,0,5,6,3,8,4,0
5852,30/01/2021,67,6740,720,5595,720,1680,12,3,12,8,11,6,0
5855,19/06/2021,53,8550,480,3975,480,480,36,2,6,3,12,8,0
5861,11/11/2021,91,2420,180,1740,1240,1060,72,1,7,4,8,4,0
5864,09/11/2021,45,2300,3000,4905,1400,2300,177,2,7,5,4,3,0
5873,03/04/2022,34,5510,490,6885,3980,1820,15,0,11,5,10,3,0
5876,14/02/2021,25,40,240,165,40,260,15,2,4,1,3,8,0
5885,21/04/2021,75,4160,380,2730,380,380,6,3,9,3,10,6,0
5891,20/07/2021,57,6650,1080,4410,860,640,43,14,9,4,6,5,0
5894,25/02/2022,42,120,80,195,160,0,14,2,4,2,2,7,0
5897,01/09/2020,81,7730,1000,4365,1520,1520,76,4,9,6,7,4,0
5900,06/12/2021,21,6930,3160,12180,1980,474,19,1,7,8,8,1,0
5906,30/09/2020,60,14860,1100,4170,740,0,185,2,6,5,10,6,0
5909,17/10/2020,68,1870,340,1500,260,540,128,2,11,3,2,9,0
5912,09/05/2021,90,10,260,300,200,240,8,4,5,2,3,6,0
5915,24/05/2021,83,177,0,96,14,14,4.6,0,1,0,0,20,0
5921,08/01/2022,45,1840,40,810,200,140,15,5,7,3,4,7,0
5924,24/06/2022,13,1700,0,210,0,20,33,1,7,2,3,7,0
5930,14/11/2021,50,2150,40,540,40,40,5,6,7,3,4,7,0
5933,10/02/2022,30,10,240,120,420,20,37,1,4,2,2,5,0
5936,22/06/2021,45,9490,520,3195,1600,1320,133,2,13,4,6,6,0
5939,18/02/2022,3,1610,1540,3855,940,1060,65,1,4,6,11,1,0
5942,01/06/2022,46,4070,2280,7830,3560,1000,127,1,8,7,7,2,0
5945,18/01/2022,41,2240,3100,2325,2940,1860,54,2,8,5,11,4,0
5957,05/01/2022,84,3180,0,990,60,60,27,2,8,3,6,5,0
5960,23/11/2020,22,50,80,375,100,120,3,2,4,1,3,9,0
5975,04/12/2021,27,910,3800,3930,780,1440,85,1,5,8,9,2,0
5978,03/11/2020,95,730,320,900,0,620,104,1,4,4,4,4,0
5981,19/04/2021,78,4960,760,2910,760,140,29,1,7,12,5,5,0
5984,04/10/2021,13,1630,960,1350,0,900,52,1,5,3,8,3,0
5987,09/06/2022,56,170,40,240,120,20,33,2,4,2,2,5,0
5990,08/07/2021,59,8150,400,2445,0,400,10,2,8,7,13,5,0
5993,08/03/2021,89,3080,616,6600,822,0,102,1,7,9,9,2,0
5996,28/05/2021,10,4480,300,2895,2160,140,69,3,10,3,11,6,0
5999,04/06/2022,92,4720,500,10155,1260,760,51,1,8,11,13,3,0
6005,11/09/2020,37,139,20,145.5,10,20,1.8,0,1,0,0,20,0
6014,20/11/2020,55,9840,1020,6480,2760,2400,190,1,5,11,13,1,0
6017,27/11/2021,30,4520,420,2475,860,560,35,1,11,3,9,6,0
6020,09/12/2020,16,8460,1820,1578,2280,3660,114,1,6,10,12,3,0
6026,02/05/2021,49,3100,1920,2415,640,900,6,8,7,7,8,5,0
6029,24/10/2021,27,1020,80,540,60,80,7,3,6,1,4,9,0
6032,05/08/2020,90,1520,180,1815,180,240,45,4,8,3,4,8,0
6041,20/06/2021,78,1170,0,360,120,120,24,5,5,2,4,5,0
6047,08/11/2021,83,7190,1060,6195,1580,1320,66,1,5,11,7,1,0
6050,20/02/2021,70,5180,2060,11130,3440,3780,155,1,6,7,6,3,0
6053,22/05/2021,38,2690,1700,3720,280,1980,14,2,7,5,11,3,0
6056,01/01/2022,17,4720,460,1335,100,100,155,5,12,2,7,7,0
6059,27/10/2020,23,80,80,75,220,40,11,2,3,1,3,7,0
6071,29/01/2021,84,9530,680,10650,340,340,17,1,6,6,7,1,0
6074,10/03/2022,25,6260,0,1050,0,140,28,2,11,4,8,6,0
6077,25/05/2021,28,2580,700,8265,520,340,62,1,4,5,7,1,0
6080,10/05/2022,80,110,0,195,20,80,11,1,4,1,3,4,0
6089,06/10/2021,45,50,160,75,0,20,10,1,3,1,3,4,0
6092,24/08/2020,,120,280,990,320,200,31,2,5,1,4,9,0
6095,08/01/2021,18,7570,400,3030,200,400,20,3,13,5,10,8,0
6098,30/03/2022,97,2960,0,660,0,0,24,1,8,2,6,6,0
6101,04/03/2021,31,6730,448,9570,1720,2060,103,1,7,8,4,2,0
6104,07/01/2022,96,60,20,45,60,40,9,1,2,2,2,3,0
6110,02/12/2020,79,12460,260,1005,0,260,174,4,5,4,4,7,0
6113,22/03/2022,15,5000,1060,9915,536,606,89,1,6,11,13,2,0
6116,29/01/2022,33,3930,1160,4635,160,1320,8,1,5,4,6,1,0
6119,23/08/2020,55,2410,886,9060,520,520,54,1,8,5,10,2,0
6125,20/01/2021,55,620,0,330,40,20,26,2,4,3,2,7,0
6128,19/09/2020,42,1740,1540,3045,80,480,97,2,10,2,7,7,0
6137,02/10/2020,94,590,20,390,0,0,28,4,5,1,3,9,0
6140,20/01/2022,26,250,80,555,0,0,2,3,5,1,4,6,0
6143,16/10/2020,11,2350,0,390,160,460,47,3,6,2,7,5,0
6146,12/03/2022,29,510,0,165,0,20,3,1,3,2,3,6,0
6149,26/07/2021,34,7430,380,2715,180,0,200,2,9,7,11,5,0
6152,30/03/2022,31,170,0,30,0,0,2,2,3,1,3,6,1
6158,12/05/2022,29,2450,380,1875,560,1340,14,1,6,3,10,2,0
6164,09/01/2021,38,11,0,7.5,0,0,0.1,0,0,0,0,1,0
6167,06/06/2022,51,9270,580,7275,280,280,44,1,5,10,10,1,0
6170,03/11/2020,91,300,380,390,160,140,36,1,4,2,3,6,0
6173,09/04/2022,1,190,420,720,240,360,42,2,4,2,4,7,0
6176,18/05/2021,43,630,0,810,320,320,96,2,5,2,4,5,0
6179,15/07/2021,11,630,60,1005,120,180,28,2,5,2,4,7,0
6182,29/01/2022,29,1200,1162,13455,1380,680,155,1,8,4,7,2,0
6185,08/01/2021,32,19,10,73.5,10,28,3.2,15,0,0,0,20,0
6191,07/01/2021,26,1690,3840,3345,2920,760,161,3,8,4,12,3,0
6194,13/09/2021,72,1570,20,390,20,0,1,1,4,2,6,4,0
6197,10/07/2021,4,1440,1180,3735,1820,2220,52,1,5,6,11,2,0
6209,17/11/2020,86,470,20,450,20,240,41,3,6,2,2,9,0
6215,24/02/2022,45,680,560,585,240,600,41,1,4,3,5,2,0
6218,16/06/2021,72,6140,520,7800,1600,1860,40,1,5,12,6,1,0
6221,14/08/2021,73,4960,120,1350,120,120,96,4,12,3,6,8,0
6224,25/11/2020,59,6050,0,2325,140,140,85,4,7,9,8,4,0
6227,05/11/2021,52,1340,940,1485,220,1980,246,2,6,3,8,3,0
6230,24/10/2021,26,720,20,495,140,40,12,4,5,2,3,8,0
6233,24/11/2020,45,3850,1000,2760,2840,1500,75,1,8,4,13,4,0
6236,23/11/2020,7,6930,3460,1560,2600,2600,65,0,7,8,11,2,0
6239,20/02/2022,89,9340,480,3450,240,480,36,2,10,5,6,3,0
6245,03/02/2021,4,180,360,465,160,260,28,1,4,1,4,4,0
6248,24/09/2020,98,5630,986,11610,422,610,187,1,9,8,12,3,0
6251,22/12/2020,75,6480,320,1620,0,1160,74,4,13,3,9,8,0
6263,24/01/2021,50,300,100,330,120,180,28,4,4,2,4,6,0
6266,14/03/2021,94,1590,660,615,140,300,20,1,5,2,7,5,0
6269,06/11/2021,51,580,1380,915,300,260,10,1,5,2,6,3,0
6272,02/09/2020,16,633,124,24775.5,124,52,17.8,15,1,23,1,0,0
6278,16/03/2021,95,9490,1280,2880,500,1020,38,1,10,10,12,5,0
6281,13/04/2022,24,130,0,180,0,20,2,1,3,1,3,8,0
6284,03/11/2021,46,2770,3240,4575,2660,1520,124,1,5,5,7,1,0
6287,22/03/2022,38,5120,0,1245,0,0,41,3,8,3,10,4,0
6290,28/02/2022,95,60,0,45,0,0,1,1,3,1,2,8,0
6296,17/01/2021,64,3130,160,1560,80,80,126,9,10,2,6,9,0
6299,09/09/2021,38,0,140,45,120,0,1,1,3,1,2,7,0
6302,27/09/2020,81,3710,80,585,340,80,48,9,10,2,6,9,0
6305,20/12/2020,34,5390,1000,4575,2220,0,30,4,9,5,4,4,0
6314,04/03/2022,74,970,20,615,40,80,7,5,5,2,4,6,0
6317,03/02/2021,96,60,20,105,40,40,2,1,2,1,3,5,0
6320,09/10/2021,16,12350,420,11040,860,2600,86,0,9,8,9,2,0
6323,06/04/2022,16,1788,420,3465,420,840,26,0,12,5,8,2,0
6326,10/06/2022,56,4060,0,450,0,0,8,7,10,3,5,7,0
6329,24/03/2022,23,4130,2140,9150,682,646,35,1,6,7,7,1,0
6332,06/03/2021,28,7920,1020,7740,1360,584,172,1,6,3,10,2,0
6335,19/04/2021,7,1714,1860,6690,1400,460,140,1,8,7,4,2,0
6341,02/03/2022,38,30,40,45,0,20,1,1,3,1,2,6,0
6347,23/05/2021,35,1578,980,11100,480,1480,24,1,9,9,13,5,0
6350,06/07/2021,5,9310,200,1785,200,200,34,3,5,4,10,7,0
6359,25/02/2021,25,1650,540,810,480,600,63,1,8,2,5,7,0
6365,25/06/2022,71,40,0,60,60,120,12,1,3,1,3,4,0
6371,03/04/2022,69,5600,560,4200,2240,3360,26,0,12,6,6,2,0
6374,19/08/2020,90,1825,440,2055,0,0,22,1,8,12,8,8,0
6377,19/02/2022,2,370,0,45,0,0,1,2,3,1,3,6,0
6380,14/08/2021,45,760,440,495,100,160,13,1,4,2,5,2,0
6383,03/01/2021,54,120,120,300,460,20,3,2,4,1,3,7,0
6392,03/10/2020,21,14530,420,7800,3020,420,151,1,6,8,12,2,0
6395,02/11/2021,46,350,80,255,100,120,64,1,4,3,2,5,0
6398,12/03/2022,66,2710,640,5430,1480,1640,24,1,6,7,12,2,0
6401,10/04/2021,41,1020,40,1200,300,480,160,3,6,4,3,4,0
6404,18/01/2021,38,1060,20,120,20,20,7,3,4,2,4,6,0
6407,31/01/2022,75,8900,0,1680,400,0,33,3,4,10,4,6,0
6410,19/07/2021,71,5900,1320,3135,380,1320,171,2,11,11,5,5,0
6416,01/05/2021,73,40,40,180,120,180,13,1,3,1,3,7,0
6419,30/09/2021,47,1440,40,945,120,40,8,3,8,2,3,9,0
6422,22/10/2021,39,380,300,810,40,160,29,3,5,1,4,8,0
6425,11/04/2021,11,1580,120,675,120,40,2,7,5,3,5,7,0
6428,15/09/2020,63,90,20,150,120,80,7,2,3,1,3,6,0
6434,21/08/2021,60,5930,600,1365,440,440,7,1,8,4,12,4,0
6440,19/12/2021,49,3950,1120,3495,0,420,134,3,7,10,6,3,0
6443,08/06/2022,22,1290,100,540,140,60,82,3,6,3,3,6,0
6446,14/09/2020,62,280,60,390,40,60,7,2,4,1,3,8,0
6452,15/07/2021,82,4450,700,4395,1240,880,44,1,9,4,13,3,0
6455,02/03/2021,9,3570,1720,1575,2100,0,72,4,8,4,10,5,0
6458,2/29/2022,43,40,80,60,100,100,3,1,3,1,3,2,0
6464,16/04/2021,0,8140,0,9990,480,2580,92,1,6,7,8,2,0
6467,23/06/2021,56,5640,480,2850,480,320,83,4,7,4,4,5,0
6470,17/06/2021,75,5760,2220,13950,2960,1860,74,1,5,3,13,1,0
6473,08/11/2020,29,8150,200,3585,420,200,108,2,12,5,12,6,0
6485,03/04/2021,30,2950,696,7230,1860,2400,40,1,7,6,10,3,0
6491,14/02/2021,79,5970,3320,8955,2640,3320,249,1,7,7,4,3,0
6497,05/10/2020,49,270,40,150,0,0,1,2,3,1,3,8,0
6500,25/11/2021,44,90,0,405,40,40,9,1,3,1,3,8,0
6506,01/07/2021,43,20,180,150,180,180,15,3,4,2,3,8,0
6512,17/02/2021,64,190,320,405,160,20,11,4,3,2,4,7,0
6515,25/12/2021,15,230,20,150,40,60,4,2,3,1,3,6,0
6518,30/10/2021,69,250,320,420,0,320,14,2,5,1,4,7,0
6521,16/02/2022,10,10520,260,3225,520,520,13,1,12,10,11,5,0
6524,03/08/2020,10,14360,700,3765,1420,0,53,4,9,5,6,8,0
6527,30/07/2021,20,1673,0,7350,880,0,22,0,6,9,12,1,0
6530,06/06/2022,8,50,20,105,0,20,3,2,3,1,3,7,0
6533,06/11/2020,32,8800,1160,5940,1460,1160,58,1,7,12,6,2,0
6536,21/02/2021,28,9440,580,5085,2060,1460,44,2,11,5,9,5,0
6539,24/09/2021,73,40,20,90,60,20,2,2,3,1,3,8,0
6542,06/05/2022,37,40,120,30,60,280,11,3,4,1,4,2,0
6545,04/04/2021,56,1470,300,1350,0,100,103,7,8,2,4,9,0
6551,28/01/2021,20,7570,280,9045,280,280,84,1,7,6,11,3,0
6554,24/08/2020,42,3050,480,1980,180,380,182,5,8,3,8,8,0
6557,19/04/2022,64,10430,490,9195,1620,1620,20,0,6,7,11,1,0
6560,21/11/2021,6,150,20,195,20,0,14,1,5,2,2,7,0
6563,27/02/2021,66,6100,140,1935,0,140,53,9,13,3,8,8,0
6566,09/06/2021,24,1730,40,585,40,40,47,3,7,2,4,7,0
6569,11/09/2021,50,6950,2440,13800,1220,490,20,1,7,5,12,2,0
6572,16/08/2020,23,1600,490,3120,490,1880,56,7,9,6,12,4,0
6575,03/03/2021,3,2980,240,1425,160,340,17,6,8,2,8,7,0
6578,19/05/2021,88,6010,1220,2745,1020,2240,51,5,10,4,4,3,0
6581,12/04/2022,88,490,0,165,20,40,13,1,4,1,3,6,0
6584,22/05/2022,71,320,20,255,40,40,8,1,4,1,4,7,0
6587,08/02/2021,96,10,220,75,60,120,9,2,4,1,3,8,0
6590,20/01/2022,24,220,20,135,0,0,14,1,3,2,2,4,0
6593,16/03/2022,99,3800,160,570,0,80,60,4,5,5,8,3,0
6599,28/06/2021,56,3140,1520,7650,2380,1080,108,1,5,5,9,2,0
